Category,Body
Scam,
Scam,"If this proposal is OK by you, and you do wish to take the advantage of the trust we hope to bestow on you and your company, then kindly reach me immediately via Fax:234-1-7597019 furnishing me with your most confidential telephone and fax numbers and exclusive email so that I can forward to you the relevant details of the transaction. I expect your urgent response."
Scam,
Scam,"Regards,"
Scam,David.
Scam,Fax:234-1-7597019
Scam,E-mail:ddaguxg@excite.com
Scam,
Scam,
Scam,From r  Mon Dec  9 08:11:48 2002
Scam,Return-Path: <kabila72b@37.com>
Scam,X-Sieve: cmu-sieve 2.0
Scam,Return-Path: <kabila72b@37.com>
Scam,"for <R@M>; Mon, 9 Dec 2002 08:11:40 -0500 (EST)"
Scam,"Date: Mon, 9 Dec 2002 05:10:49 -0800"
Scam,Message-Id: <200212091310.gB9DAnx02896@mail2.bigmailbox.com>
Scam,Content-Type: text/plain
Scam,Content-Disposition: inline
Scam,Content-Transfer-Encoding: binary
Scam,X-Mailer: MIME-tools 4.104 (Entity 4.116)
Scam,Mime-Version: 1.0
Scam,X-Originating-Ip: [216.139.174.13]
Scam,"From: ""deborah kabila"" <kabila72b@37.com>"
Scam,To: kabila72b@37.com
Scam,Subject: hi  friend
Scam,Status: RO
Scam,
Scam,"Dear friend,"
Scam,
Scam,RE save our soul
Scam,
Scam,
Scam,"I am Mrs. Deborah Kabila, one of the wives of Late"
Scam,President Laurent D. Kabila of Democratic Republic of
Scam,Congo (DRC).
Scam,
Scam,"Consequent upon the assassination of my husband, I am"
Scam,"in possession of USD 58,000,000 (Fifty Eight Million"
Scam,US Dollars Only) being funds earlier earmarked for
Scam,special projects.  This fund has since been deposited
Scam,in a security company in West African Country of Togo
Scam,where I am residing now with my children.
Scam,
Scam,It is now my intention to move the said fund out of
Scam,this place (Togo) to a safer place for the benefit of
Scam,"my children and I, for immediate investment.  Based on"
Scam,this that I solicited for your assistance to enable me
Scam,take this money out of Togo.
Scam,
Scam,"However, note that my children and I have agreed to"
Scam,give you 20% of the total fund if you can accept the
Scam,offer of assisting us.  Also it will be your
Scam,responsibility in directing us on a viable business.
Scam,It is also my intention to relocate and probably take
Scam,a temporarily resident in your country pending when
Scam,all the troubles in my country will be resolved. We
Scam,advised that you look for a house we will buy as soon
Scam,as we arrived.
Scam,
Scam,"To conclude this transaction, you will be required to"
Scam,come to Togo to open an account in any bank here in
Scam,Togo where the security company will deposit the total
Scam,sum in your favor. From this bank the money will be
Scam,remitted into your original bank in your country.
Scam,"Immediately this done, all of us will depart Togo to"
Scam,"your country, where my children and I are expected to"
Scam,take a temporary resident.
Scam,
Scam,Please note that I can not open any Bank account with
Scam,"my name because, My late husband's first"
Scam,"son-JOSEPH-who took over power in our country, don't"
Scam,"want to see me and my children, He claimed that when"
Scam,"our husband was alive, that I was very close to him"
Scam,than any other of his wives including his (Joseph)
Scam,mother. He also claimed that because of my closeness
Scam,to him that I was able to get things from him more
Scam,than others. As a result he has been monitoring me.
Scam,Infact this one of the main reasons I want to take my
Scam,children out of our country and any nearby country.
Scam,
Scam,
Scam,Thanking you in advance.
Scam,
Scam,"Yours faithfully,"
Scam,
Scam,Deborah Kabila (Mrs.)
Scam,"N/B: Kindly give me your direct telephone,fax and your mobile telephone numbers for"
Scam,more explanations.
Scam,
Scam,
Scam,
Scam,------------------------------------------------------------
Scam,http://Game.37.com/  <--- Free Games
Scam,http://newJoke.com/   <---  J O K E S  ! ! !
Scam,
Scam,
Scam,---------------------------------------------------------------------
Scam,Express yourself with a super cool email address from BigMailBox.com.
Scam,Hundreds of choices. It's free!
Scam,http://www.bigmailbox.com
Scam,---------------------------------------------------------------------
Scam,
Scam,From r  Wed Dec 11 09:19:51 2002
Scam,Return-Path: <kss07@go.com>
Scam,X-Sieve: cmu-sieve 2.0
Scam,Return-Path: <kss07@go.com>
Scam,"for <R@M>; Wed, 11 Dec 2002 09:19:38 -0500 (EST)"
Scam,"<0H6Y00F0EIHI5S@mta06.seamail.go.com> for webmaster@aclweb.org; Wed,"
Scam,11 Dec 2002 05:22:31 -0800 (PST)
Scam,"Date: Wed, 11 Dec 2002 05:23:51 -0800 (PST)"
Scam,From: Khalifa Sese <kss07@go.com>
Scam,Subject: ATTENTION
Scam,To: colibri@let.uu.nl
Scam,Message-id: <5443318.1039613031851.JavaMail.kss07@gomailjtp03>
Scam,MIME-version: 1.0
Scam,X-Mailer: GoMail 3.0.0
Scam,Content-type: text/plain; charset=iso-8859-1
Scam,Content-Transfer-Encoding: 8bit
Scam,X-MIME-Autoconverted: from quoted-printable to 8bit by sideshowmel.si.UM id gBBEJeS01823
Scam,Status: RO
Scam,
Scam,REPLY TO : princekhalifa_mss2009@yahoo.co.uk
Scam,CALL ME ON MY MOBILE PHONE NUMBER-234-8033254502
Scam,
Scam,ATTENTION CEO/PRESIDENT
Scam,"I PRESUME THE RECEIPT OF THIS MESSAGE WILL BE A SURPRISE TO YOU, SINCE YOU HAVE NO KNOWLEDGE OF ME."
Scam,"I AM SON TO THE LATE PRESIDENT OF THE CONGO DEMOCRATIC REPUBLIC, FORMERLY ( MOBUTU SESE SEKO) WHO DIED OF A CANCEROUS DISEASE WHILE ON EXILE, AFTER BEING OVERTHROWN FROM GOVERNMENT BY THE REBEL(LATE LAURENT KABILA)."
Scam,
Scam,"NOW, BEFORE THE OVERTHROWN OF MY FATHER, HE HAD ARRANGED FUNDS IN SAFE DEPOSITS WITH DIFFERENT SECURITY COMPANIES TO TAKE CARE OF HIS FAMILY, AS HE BELIEVED HE WOULD BE MURDERED SINCE ALL COUPS HERE IN AFRICA HAS ALWAYS RESORTED TO THE BRUTAL KILLING OF THE HEAD."
Scam,"THE DOCUMENTS FROM THE SECURITY COMPANIES WHERE THE FUNDS ARE LODGE WERE SHARED AMONG THE MEMBERS OF THE FAMILY s BEFORE THE DEATH OF MY FATHER, HE HAD ADVISED US TO LOOK FOR FORIEGHN PARTNERS THAT WILL HELP US AND INVEST THE MONEY IN ORTHER NOT TO BE TRACED BACK FROM US AND ENDANGER OUR LIVES."
Scam,"I AM ALSO BEING PRESSURED HERE IN NIGERIA BY SOME GOVERNMENT OFFICIALS WHO ARE DEMANDING FOR THIS DOCUMENTS TO ASSIST ME, BUT I DO NOT TRUST THE NIGERIAN PEOPLE. WITH THIS FUNDS, WHICH IS $15M (FIFTEEN MILLION UNITED STATE DOLLARS) I INTEND BUYING A HOUSE IN YOUR COUNTRY AND INVESTING PART OF THE FUNDS INTO ANY LUCRATIVE BUSINESS VENTURE WITH YOUR ASSISTANCE."
Scam,"I WOULD ALSO LIKE US TO DISCUSS ON THE PERCENTAGE YOU CARE OVER THERE IN YOUR COUNTRY. FOR FURTHER BRIEFINGS, I WILL LIKE TO ACKNOWLEDGE YOUR RECEIPT OF THIS LETTER AND RESPONSE WITH YOUR TEL NUMBER & FAX ADDRESS THROUGH MY PRIVATE E-MAIL ADDRESS THANKS IN ANTICIPATION FOR YOUR ASSISTANCE."
Scam,
Scam,"YOUR FAITHFULLY,"
Scam,
Scam,KHALIFA SESE SEKO
Scam,
Scam,
Scam,
Scam,
Scam,
Scam,___________________________________________________
Scam,GO.com Mail
Scam,"Get Your Free, Private E-mail at http://mail.go.com"
Scam,
Scam,
Scam,From r  Wed Dec 11 10:28:11 2002
Scam,Return-Path: <kss07@go.com>
Scam,X-Sieve: cmu-sieve 2.0
Scam,Return-Path: <kss07@go.com>
Scam,"for <R@M>; Wed, 11 Dec 2002 10:28:01 -0500 (EST)"
Scam,"<0H6Y00E2VL9QFH@mta07.seamail.go.com> for webmaster@aclweb.org; Wed,"
Scam,11 Dec 2002 06:22:38 -0800 (PST)
Scam,"Date: Wed, 11 Dec 2002 06:23:59 -0800 (PST)"
Scam,From: Khalifa Sese <kss07@go.com>
Scam,Subject: ATTENTION
Scam,To: feldhausen@linguistics.ruhr-uni-bochum.de
Scam,Message-id: <8256751.1039616639539.JavaMail.kss07@gomailjtp04>
Scam,MIME-version: 1.0
Scam,X-Mailer: GoMail 3.0.0
Scam,Content-type: text/plain; charset=iso-8859-1
Scam,Content-Transfer-Encoding: 8bit
Scam,X-MIME-Autoconverted: from quoted-printable to 8bit by sideshowmel.si.UM id gBBFS3S10695
Scam,Status: RO
Scam,
Scam,REPLY TO : princekhalifa_mss2009@yahoo.co.uk
Scam,CALL ME ON MY MOBILE PHONE NUMBER-234-8033254502
Scam,
Scam,ATTENTION CEO/PRESIDENT
Scam,"I PRESUME THE RECEIPT OF THIS MESSAGE WILL BE A SURPRISE TO YOU, SINCE YOU HAVE NO KNOWLEDGE OF ME."
Scam,"I AM SON TO THE LATE PRESIDENT OF THE CONGO DEMOCRATIC REPUBLIC, FORMERLY ( MOBUTU SESE SEKO) WHO DIED OF A CANCEROUS DISEASE WHILE ON EXILE, AFTER BEING OVERTHROWN FROM GOVERNMENT BY THE REBEL(LATE LAURENT KABILA)."
Scam,
Scam,"NOW, BEFORE THE OVERTHROWN OF MY FATHER, HE HAD ARRANGED FUNDS IN SAFE DEPOSITS WITH DIFFERENT SECURITY COMPANIES TO TAKE CARE OF HIS FAMILY, AS HE BELIEVED HE WOULD BE MURDERED SINCE ALL COUPS HERE IN AFRICA HAS ALWAYS RESORTED TO THE BRUTAL KILLING OF THE HEAD."
Scam,"THE DOCUMENTS FROM THE SECURITY COMPANIES WHERE THE FUNDS ARE LODGE WERE SHARED AMONG THE MEMBERS OF THE FAMILY s BEFORE THE DEATH OF MY FATHER, HE HAD ADVISED US TO LOOK FOR FORIEGHN PARTNERS THAT WILL HELP US AND INVEST THE MONEY IN ORTHER NOT TO BE TRACED BACK FROM US AND ENDANGER OUR LIVES."
Scam,"I AM ALSO BEING PRESSURED HERE IN NIGERIA BY SOME GOVERNMENT OFFICIALS WHO ARE DEMANDING FOR THIS DOCUMENTS TO ASSIST ME, BUT I DO NOT TRUST THE NIGERIAN PEOPLE. WITH THIS FUNDS, WHICH IS $15M (FIFTEEN MILLION UNITED STATE DOLLARS) I INTEND BUYING A HOUSE IN YOUR COUNTRY AND INVESTING PART OF THE FUNDS INTO ANY LUCRATIVE BUSINESS VENTURE WITH YOUR ASSISTANCE."
Scam,"I WOULD ALSO LIKE US TO DISCUSS ON THE PERCENTAGE YOU CARE OVER THERE IN YOUR COUNTRY. FOR FURTHER BRIEFINGS, I WILL LIKE TO ACKNOWLEDGE YOUR RECEIPT OF THIS LETTER AND RESPONSE WITH YOUR TEL NUMBER & FAX ADDRESS THROUGH MY PRIVATE E-MAIL ADDRESS THANKS IN ANTICIPATION FOR YOUR ASSISTANCE."
Scam,
Scam,"YOUR FAITHFULLY,"
Scam,
Scam,KHALIFA SESE SEKO
Scam,
Scam,
Scam,
Scam,
Scam,
Scam,___________________________________________________
Scam,GO.com Mail
Scam,"Get Your Free, Private E-mail at http://mail.go.com"
Scam,
Scam,
Scam,From r  Thu Dec 12 21:48:22 2002
Scam,Return-Path: <mohammed_bello_1@yahoo.com>
Scam,X-Sieve: cmu-sieve 2.0
Scam,Return-Path: <mohammed_bello_1@yahoo.com>
Scam,"for <R@M>; Thu, 12 Dec 2002 21:48:11 -0500 (EST)"
Scam,Message-Id: <200212130247.gBD2l6Ll017304@bluewhale.cs.CU>
Scam,"From: ""MOHAMMED BELLO (Ph.D)"" <mohammed_bello_1@yahoo.com>"
Scam,Reply-To: mohammed_bello_2@yahoo.com
Scam,To: webmaster@aclweb.org
Scam,"Date: Fri, 13 Dec 2002 03:52:57 +0000"
Scam,Subject: URGENT ASSISTANCE NEEDED!
Scam,X-Mailer: Microsoft Outlook Express 5.00.2919.6900 DM
Scam,MIME-Version: 1.0
Scam,"Content-Type: text/plain; charset=""us-ascii"""
Scam,Content-Transfer-Encoding: 8bit
Scam,X-MIME-Autoconverted: from quoted-printable to 8bit by sideshowmel.si.UM id gBD2mCS27957
Scam,Status: RO
Scam,
Scam,AFEX BANK OF AFRICA
Scam,MOHAMMED BELLO (Ph.D)
Scam,Director/Coordinator
Scam,Forex & Computer Operations Department
Scam,Tel/Fax: 234-9-2726223
Scam,
Scam,"Sir,"
Scam,
Scam,Accept my apologies for writing to you in this mode for it might be of inconvenience to you but due to my quest for an honest and reliable international assistance concerning a business here in my country Nigeria I have no other option than to go this length. I need the effectiveness of your professionalism in accomplishing this very business. I am DR. MOHAMMED BELLO Director/coordinator Forex and computer operations department of the Afex Bank of Africa PLC.
Scam,"I am writing this letter to ask your support and cooperation to carry out this business opportunity in my department.  We discovered an abandoned sum of $42.500,000.00 (forty two million, Five hundred thousand United States Dollars) in an account that belongs to one of our customer in Afex Bank of Nigeria, Late Monsieur. Ives Laurent (a French citizen and an Engineer executing major Federal contract with governments of West African sub region). He died with a fellow business associate in a ghastly auto crash last October and his remains have since been incarcerated. Since his death, we have been expecting his next of kin to come over and put claims as the next of kin and beneficiary to the resources in Monsieur. Ives Laurent account, for it is against the ethics and norms of the finance institution to claim such resources without a beneficiary unless proclaimed by the government."
Scam,"The federal government of Nigeria has given directives to finance institutions to declare adamant accounts that has stayed more than 8months in their custody as they intend to use it to pay off her military peace keeping force (ECOMOG) who fought in War ravaged African countries precisely and as the case may be, Late Monsieur. Ives Laurent account fell into this category thus the necessity for contacting you for I am determined to move this fund out as the rigorous and rash economic decision and policies has really turned we government workers to mere civil laborers. I have worked for almost a decade and half and I have nothing to show as reaps and rewards of my hard earned labor."
Scam,As I need a next of kin/beneficiary and financial assistance to re-claim this resources for I cannot take on this project alone. My attorney and I have propose a commission of 25% out of the total resources for your kind assistance and five 5% has been mapped out to be reimbursed to both parties as sundry expenses incurred in the course of this business.
Scam,"To commence this transaction, I require you to immediately indicate your interest by a return correspondence to this fax number 234-9-2726223 and enclose your private contact telephone number, fax number, full name & address, and your designated bank coordinates to enable us file a letter of claim to the appropriate departments for necessary approvals before the transfer could be made.  Note also that this business must be kept strictly confidential because of its nature and can be finalized within a short time depending on the level of your commitment/swiftness."
Scam,I look forward to receiving your prompt response.
Scam,"Best regards,"
Scam,
Scam,MOHAMMED BELLO (Ph.D)
Scam,
Scam,
Scam,From r  Sat Dec 14 03:36:54 2002
Scam,Return-Path: <ga_mm1@zwallet.com>
Scam,X-Sieve: cmu-sieve 2.0
Scam,Return-Path: <ga_mm1@zwallet.com>
Scam,X-Originating-IP: [195.144.134.253]
Scam,To: ga_mm1@zwallet.com
Scam,Subject: please contact me
Scam,"Date: Thu, 12 Dec 2002 08:40:42 -0500"
Scam,Message-Id: <1039700442.847587.75872.zmail@web1.zwallet.com>
Scam,Status: RO
Scam,
Scam,"CORDINATOR, DEBT RECOVERY AND RECONCILIATION"
Scam,UNIT OFFICE OF THE ASSISTANT TO THE AUDITOR GENERAL
Scam,AMALGAMATED BANKS OF SOUTH AFRICA (ABSA)
Scam,"14TH FLOOR EMBASSY BUILDING CNR SMITH ALIWAL STREET,"
Scam,P.O. BOX 1596
Scam,ALBERTON BRANCH DURBAN 4000 SOUTH AFRICA.
Scam,EMAIL ga_m@epatra.com
Scam,
Scam,
Scam,"dear,"
Scam,
Scam,"I humbly wish to seek your assistance in a matter that is very important and needs utmost trust and confidence. I am MR Gabriel Mukanabe THE ASSISTANT TO THE AUDITOR GENERAL AMALGAMATED BANKS OF SOUTH AFRICA (ABSA) and a close confidant of one of the South-African most powerful family. The wife of former top Government official, a Gold magnet {OriginalOwner of GRUGGER GOLD CO.}, i.e. late Dr BAMUNGA SANGO MBEKI, former Junior Minister of Mines and Power , Republic ofSouth-Africa.Unfortunately, he died of heart attack soon after handing over because the new Government wanted to probe his activitieswhile in office for financial misappropriations. Presently, all their foreign and local count was frozen and their assets confiscated. The wife, who is now on her sick bed helplessly since her husbands death with her only son to look after, wishes to move out of South-Africa the sum of USD$75 million . She wishes to invest the a for mentioned sum on real estate property/viable inves!"
Scam,"tments overseas. For obvious reasons, my client does not want to place this fund with established financial institution with the family name forsecurity reasons. It is her desire that the deal be handled as quietly as possible without possibility of any leakage to the public or Government. She has therefore empowered me to find and negotiate for a reliable and trustworthy foreigner who can assist us by using his/her name in moving the money to a foreign safe account and who can assist to invest the fund properly for the family. If you agree to act as a fund manager for my client and the family, I shall release the sum of $75 USD[seventy five million united states dollars] to you if you meet my requirements.The money is available safe with a private security company coded and lodged in with a fictitious name. Upon a favorable response from you, I shall let you know the steps involve. Your commission shall be down payment of 25% of the total sum, and annual 10% of the after ta!"
Scam,"x returns on investment for the first 5 years. Thereafter, the terms shall be re-negotiated. If you are capable and willing to participate in this"
Scam,transaction contact me through ga_m@epatra.com
Scam,IF FOR ANY REASON YOU ARE NOT DISPOSED AT MOMENT TO
Scam,"UNDERTAKE THIS DEAL,LET ME KNOW ON TIME SO AS TO MAKE ALTERNATIVE"
Scam,ARRANGEMENT.BECAUSE I WILL NOT CONACT ANOTHER PERSON UNTILL I HEAR FROM YOU.
Scam,"Yours faithfully,"
Scam,
Scam,MR Gabriel Mukanabe
Scam,
Scam,
Scam,______________________________________________________
Scam,Get Paid... With Your Free Email at
Scam,http://www.zwallet.com/index.html?user=ga_mm1
Scam,
Scam,From r  Tue Dec 17 14:58:26 2002
Scam,Return-Path: <cooooofoooooooo@rediffmail.com>
Scam,X-Sieve: cmu-sieve 2.0
Scam,Return-Path: <cooooofoooooooo@rediffmail.com>
Scam,Message-Id: <200212171958.gBHJw9919373@bloodwork.mr.itd.UM>
Scam,"From: ""PETER WILLIAMS"" <cooooofoooooooo@rediffmail.com>"
Scam,To: <R@M>
Scam,Subject: KINDEST ATTENTION
Scam,"Sender: ""PETER WILLIAMS"" <cooooofoooooooo@rediffmail.com>"
Scam,Mime-Version: 1.0
Scam,"Content-Type: text/plain; charset=""ISO-8859-1"""
Scam,Content-Transfer-Encoding: 8bit
Scam,"Date: Tue, 17 Dec 2002 19:58:30 -0000"
Scam,"Reply-To: ""PETER WILLIAMS"" <cooooofoooooooo@rediffmail.com>"
Scam,Status: RO
Scam,
Scam,MR & MRS PETER WILLIAMS
Scam,EMAIL: panmentat@rediffmail.com
Scam,panmentat@phantomemail.com
Scam,
Scam,"KINDEST ATTENTION,"
Scam,
Scam,PLEASE PERMIT ME TO MAKE YOUR ACQUAINTANCE IN SO INFORMAL A MANNER.
Scam,THIS IS NECESSITATED BY MY URGENT NEED TO REACH A DEPENDABLE AND
Scam,TRUSTWORTHY FOREIGN PARTNER. THIS REQUEST MAY SEEM STRANGE AND
Scam,UNSOLICITED BUT I CRAVE YOUR INDULGENCE AND PRAY THAT YOU TAKE MY
Scam,REQUEST VERY SERIOUS.
Scam,
Scam,"I AM MR PETER WILLIAMS, A REKNOWNED BUSINESSMAN IN ONE OF THE"
Scam,"REBEL-HELD TOWNS, BOUAKE (ONE OF THE WAR ZONES IN IVORY COAST)"
Scam,I RECEIVED INFORMATION FROM A RELIABLE SOURCE WHO DESCRIBED YOUR
Scam,COUNTRY AS BEING ECONOMICALLY CONDUCIVE FOR INVESTMENT
Scam,AND HER PEOPLE AS TRANSPARENT AND TRUSTWORTHY TO ENGAGING BUSINESS
Scam,WHICH MADE ME TO WRITE YOU. AS YOU MAY WANT TO KNOW
Scam,"AND TO MAKE YOU LESS CURIOUS,I GOT YOUR EMAIL ADDRESS FROM AN"
Scam,INTERNET SITE THAT PORTRAYED YOU (YOUR ESTABLISHMENT) IN GOOD
Scam,LIGHT.
Scam,
Scam,"ON THE 17TH OF SEPTEMBER 2002. THE REBEL LEADERS, UNTIL THEN WERE"
Scam,LOYAL SOLDIERS TO THE GOVERNMENT OF PRESIDENT LAURENT GBAGBO
Scam,CONTACTED ME IN MY OFFICE WITH THE BUSINESS OF IMPORTATION OF
Scam,"ARMOURIES. WITHOUT THE PREMONITION OF WAR, I ACCEPTED THE JOB. THE"
Scam,SOLDIERS PAID ME THE SUM OF TWENTY MILLION FIVE HUNDRED THOUSAND
Scam,UNITED STATES DOLLARS (US$ 20.5) ON THE SPOT AND TOLD ME TO EXPEDITE
Scam,ACTION. SINCE I AM NOT INTO IMPORTATION OF ARMUNITIONS AND BECAUSE OF
Scam,"THE URGENCY, I IMMEDIATELY STARTED MAKING SEVERAL CONTACTS WITH"
Scam,BUSINESSMEN ACROSS THE GLOBE.
Scam,
Scam,"TWO DAYS LATER, HEAVY FIGHTING BROKE UP IN CENTRAL BAOUKE AND"
Scam,"KORHOGO, EVERYWHERE WAS IN DISSARRAY AND I LOST EVERYTHING THAT TOOK"
Scam,ME SO MANY YEARS TO ACQUIRE. I HAVE NO OPTION THAN TO DO AWAY WITH
Scam,THE US$20.5M.
Scam,
Scam,
Scam,MY WIFE AND I QUICKLY MADE AN ARRANGEMENT WITH A RED CROSS RELIEF
Scam,"WORKER WHO USED HIS OFFICIAL VAN TO MOVE THIS MONEY TO ABIDJAN,"
Scam,"ALTHOUGH HE DID NOT KNOW THE REAL CONTENT OF THE BOX.  PRESENTLY,"
Scam,THIS FUND HAS BEEN DEPOSITED WITH A SAFE RELIABLE SECURITY COMPANY IN
Scam,ABIDJAN WHERE I AM HIDING FROM THE REBEL WHO DECLEARED ME WANTED. I
Scam,DO NOT WANT TO INVEST THIS MONEY IN ABIDJAN DUE TO UNFAVORABLE
Scam,"ECONOMIC CLIMATE.  AS A RESULT, I KEPT THE MONEY IN A CUSTOM BONDED"
Scam,WAREHOUSE WITH THE SECURITY COMPANY.  SO THAT I CAN NOT LAY MY HANDS
Scam,ON IT UNTIL
Scam,"IT GETS TO YOUR COUNTRY, WHERE I WILL COMMENCE INVESTMENT."
Scam,
Scam,THE ONLY ASSISTANCE WE NEED FROM YOU WHICH I BELIEVE
Scam,YOU WOULD DO FOR US ARE THE FOLLOWING:
Scam,
Scam,1. MAKE IMMEDIATE ARRANGEMENT TO TAKE THE DELIVERY OF
Scam,THE CRATE (FUND) AT THEIR EUROPE OR AMERICAN
Scam,COMMISSION AGENTS.
Scam,2. ASSURANCE FROM YOU THAT YOU WILL NOT SIT ON OUR
Scam,SHARE WHEN THIS FUND GETS TO YOUR COUNTRY.
Scam,
Scam,MY WIFE AND I AGREED THAT YOU SHALL BE ENTITLED TO 20% OF THE TOTAL
Scam,AMOUNT WHILE THE PRINCIPAL SUM WILL BE INVESTED IN A VIABLE BUSINESS
Scam,"VENTURE WITH YOUR ADVICE. MOST IMPORTANTLY, I WILL LIKE TO BUY A"
Scam,"PERSONAL HOUSE WHERE MY WIFE, MY TWO SONS AND I WILL RESIDE."
Scam,
Scam,UPON CONFIRMATION OF YOUR INTEREST TO HELP US AS OUR FOREIGN PARTNER
Scam,TO CLAIM THE CRATE FROM THE SECURITY COMPANY ON OUR BEHALF AT ANY OF
Scam,"THEIR COMMISSION AGENT CLOSER TO YOU, I SHALL FURNISH YOU WITH THE"
Scam,DETAILS OF THE MOVEMENT OF THE CONSIGNMENT TO BE SCHEDULED IN YOUR
Scam,FAVOUR BY THE SECURITY COMPANY PREPARE AN AIRWAY BILL AND TAG THE
Scam,CONSIGNMENT IN YOUR FAVOUR.  YOUR PRIVATE FAX AND TELEPHONE NUMBERS
Scam,ARE NEEDED TO ENHANCE THE SPEEDY CONCLUSION OF THIS TRANSACTION (OUR
Scam,ONLY HOPE IN LIFE NOW) URGENTLY.
Scam,KINDLY TREAT AS URGENT AND CONTACT ME IMMEDIATELY THROUGH THE ABOVE
Scam,E-MAIL ADDRESS {PANMENTAT@REDIFFMAIL.COM OR PANMENTAT@PHANTOMEMAIL.COM}.
Scam,I HAVE NOT ACQUIRED A NEW PHONE AS I LOST ALL MY PROPERTIES IN BOAUKE
Scam,
Scam,"YOURS FAITHFULLY,"
Scam,
Scam,MR PETER WILLIAMS
Scam,
Scam,From r  Tue Dec 24 15:26:39 2002
Scam,Return-Path: <olivsav@netscape.net>
Scam,"for <R@M>; Tue, 24 Dec 2002 10:52:21 -0500 (EST)"
Scam,Message-Id: <200212241552.gBOFqJSF018780@bluewhale.cs.CU>
Scam,"From: ""Oliveira Savimbi"" <olivsav@netscape.net>"
Scam,"Date: Tue, 24 Dec 2002 16:52:18"
Scam,To: webmaster@aclweb.org
Scam,Subject: PRIVATE EMAIL MESSAGE
Scam,MIME-Version: 1.0
Scam,"Content-Type: text/plain;charset=""iso-8859-1"""
Scam,Content-Transfer-Encoding: 7bit
Scam,Status: RO
Scam,
Scam,"Good Day,"
Scam,
Scam,"With warm heart I offer my friendship, and send my best wishes in this special season."
Scam,
Scam,"However strange or surprising this contact might seem to you, as we have not met personally or had any dealings in the past, I humbly ask that you take due consideration of its importance and immense benefit. I also sincerely seek your confidence, as I make this proposal to you as a person of integrity."
Scam,
Scam,"First and foremost I wish to introduce myself properly to you. My name is Oliveira Chuli Savimbi, I am a nephew and Personal Assistant to Late Jonas Malheiro Savimbi, leader of UNITA (National Union for the Total Independence of Angola). As led by my instinct, I selected your email address from an internet directory, in my search for a partner, hence this email."
Scam,
Scam,"My Uncle(Mentor) was killed in a battle with government forces of Angola, led by President Dos Santos, on Friday 22nd February 2002. After his death, Mr. Antonio Dembo who was his second in command, assumed office as leader of UNITA, due to lack of the Charisma my Uncle had carried the party with in Dembo, there was chaos and struggle for leadership. Prominent members like Carlos Morgado lobbied to depose him and assume office as leader to enrich themselves and some of them who saw me as a threat to their ambitions, including Mr.Dembo, planned to kill me. The tension and confusion in UNITA become uncontrollable when Mr. Dembo died 10days after my Uncle's death. As I lost my mentor in this struggle which has been on for three decades now, not so much of this struggle interests me anymore, as there is now no sense of direction. I now desire a peaceful life, as I am no more interested in conflicts and wars. For this reason, I secretly left Angola and came here (Holland) to seek!"
Scam,political asylum.
Scam,
Scam,"I am sincerely proposing to you to render me your highly needed assistance in respect to safekeeping of some of my Uncle's money that arose from Diamonds sales. This money (US$18.5million), which was already on its way to my Uncle's Swiss Bank account, through the Diplomatic means we use to move money abroad, and was on transit with a private safe deposit security company here in Amsterdam, Holland in February when the tragic incident of my Uncle's death occurred. I then instructed the company to secure the consignment containing the money pending on further instructions from me. I have waited for sometime now for security reasons, and have now deicded to act with your reliable assistance. As a matter of fact, the reason I came to Holland and sought for political asylum here is the safe deposit."
Scam,
Scam,"President Dos Santos has lobbied the International Community to freeze my Uncle's assets and accounts abroad, to ground UNITA, and has already done this in Angola. Hence I cannot lodge the funds in my name. Also I did not declare the funds to the here."
Scam,
Scam,"I plan to use this money to safeguard my future. It is very essential that you understand that the kind of trust and confidence I want to put in you is extraordinary, and an act of desperation on my part, in order not to lose this money. Also, ensure that this contact with you should be treated with utmost secrecy."
Scam,
Scam,"Your role in this project, is clearing the safety deposit containing the money which is deposited in my name, from the Security company, after which, the money will lodged into an account preferably a new account you should open for this transaction.  My share of the money will be returned to me when my asylum application in this country is granted, and I have permission to do business and open an account here."
Scam,
Scam,"For your reliable assistance, I will reward you with 15%($2,775,000) of the money."
Scam,
Scam,"I have with me, the Certificate of Deposit for the consignment containing the funds, which will be used for claim from the security company, and the release codes of the vaults. Also, everything will be legally processed for transfer of ownership to you, and this transaction should be completed immediately depending on your prompt response."
Scam,
Scam,I thank you in advance as I anticipate your assistance in enabling me achieve this goal.
Scam,
Scam,Please contact me whether or not you are interested in assisting me. This will enable me scout for another partner in the event of non-interest on your part.
Scam,
Scam,"To know more about the struggle by UNITA to liberate Angola, click on the link below and read."
Scam,
Scam,http://www.the-idler.com/IDLER-02/3-16.html
Scam,
Scam,"Sincerely,"
Scam,O.C.Savimbi.
Scam,
Scam,
Scam,From r  Sat Dec 28 10:37:17 2002
Scam,Return-Path: <tdannosondu@mail.com>
Scam,"for <R@M>; Sat, 28 Dec 2002 10:37:07 -0500 (EST)"
Scam,Message-Id: <200212281536.gBSFajSF017364@bluewhale.cs.CU>
Scam,"From: ""Mr. Daniel Osondu"" <tdannosondu@mail.com>"
Scam,"Date: Sat, 28 Dec 2002 07:36:51"
Scam,To: webmaster@aclweb.org
Scam,Subject: Business Cooperation ( Inheritance Claim)
Scam,MIME-Version: 1.0
